"id";"subject_type";"subject_value";"relation_type";"relation_value";"object_type";"object_value";"confidence"
1369;"LOCATION";"Miramar";"O";"have";"LOCATION";"Trinidad and Tobago";1.0
1370;"ORGANIZATION";"Economyedit Spirit Airlines";"O";"move to";"LOCATION";"Miramar";1.0
1371;"PERSON";"David E";"O";"be football player of";"ORGANIZATION";"NFL";1.0
1372;"PERSON";"Tracy Howard";"O";"be football player of";"ORGANIZATION";"NFL";1.0
1373;"PERSON";"Michael Mizrachi";"O";"be football player of";"ORGANIZATION";"NFL";1.0
1374;"LOCATION";"Southwest th Avenue";"O";"be in";"LOCATION";"Miramar";1.0
1375;"LOCATION";"dove Federal Building";"O";"^";"ORGANIZATION";"FBI Miami Division move";1.0
1376;"LOCATION";"Normandy Isles North Shore Ocean Drive Phillip";"ORGANIZATION";"be of";"ORGANIZATION";"Conservatory Museum of Contemporary Art New World Symphony Orchestra";1.0
1377;"PERSON";"Lenny Curry";"O";"be in";"LOCATION";"Florida";1.0
1378;"ORGANIZATION";"Florida Emerald Coast First Coast Florida Heartland Florida Keys";"O";"be park tourist attraction transportation society floridians culture crime demographics economy education politics sports regions big bend central of";"ORGANIZATION";"law Media Newspapers Radio TV State";1.0
1379;"LOCATION";"Michigan";"O";"be from";"ORGANIZATION";"Wikipedia";1.0
1380;"LOCATION";"Charter Township of Clinton Location of the Charter Township";"O";"be of";"PERSON";"Clinton";1.0
1381;"PERSON";"Robert J";"O";"be county macomb settled organized chartered government • supervisor of";"LOCATION";"United States State Michigan";1.0
1382;"LOCATION";"Clinton Township";"O";"be also home of";"ORGANIZATION";"Walker Goldie Institute";1.0
1383;"ORGANIZATION";"Census Bureau";"O";"have define";"LOCATION";"Clinton Charter Township";1.0
1384;"ORGANIZATION";"american Cultural Society";"O";"be located in";"LOCATION";"Clinton Township";1.0
1385;"PERSON";"Romig";"O";"be in";"ORGANIZATION";"Google";1.0
1386;"LOCATION";"Mount Clemens New Baltimore Richmond";"O";"be ‡ of";"ORGANIZATION";"Clemens Cities Center Line Eastpointe Grosse Pointe Shores ‡ Fraser Memphis";1.0
1387;"LOCATION";"California Charter city city";"O";"be of";"LOCATION";"Lancaster Sunset";1.0
1388;"ORGANIZATION";"Lancaster Location";"O";"be in";"LOCATION";"United States";1.0
1389;"LOCATION";"Mojave Desert";"O";"be in";"LOCATION";"Southern California";1.0
1390;"LOCATION";"Bakersfield";"O";"be by";"LOCATION";"Tehachapi mountain";1.0
1391;"PERSON";"Lancaster";"O";"be unincorporated community in";"LOCATION";"Los Angeles County";1.0
1392;"LOCATION";"Lancaster State Prison";"O";"open in";"LOCATION";"Los Angeles County";1.0
1393;"ORGANIZATION";"Los Angeles Slam";"O";"be team of";"ORGANIZATION";"american Basketball Association";1.0
1394;"ORGANIZATION";"Antelope Valley Union High School District";"O";"house";"ORGANIZATION";"Career Academies";1.0
1395;"ORGANIZATION";"Digital Design and Engineering";"O";"be at";"ORGANIZATION";"Knight High School";1.0
1396;"LOCATION";"Lancaster";"O";"be educationedit of";"ORGANIZATION";"Life Source International Charter School higher";1.0
1397;"LOCATION";"West Coast Baptist Collegeedit Lancaster";"O";"be home to";"ORGANIZATION";"West Coast Baptist College";1.0
1398;"PERSON";"Michael Antonovich";"O";"be by";"LOCATION";"Los Angeles County";1.0
1399;"LOCATION";"Antelope Valley Health Center";"O";"be in";"LOCATION";"Lancaster";1.0
1400;"LOCATION";"Lancaster Station";"O";"be in";"LOCATION";"Lancaster";1.0
1401;"ORGANIZATION";"Fox Field";"O";"have schedule passenger air service to";"LOCATION";"Los Angeles";1.0
1402;"LOCATION";"Los Angeles";"O";"be channel of";"ORGANIZATION";"KTBN";1.0
1403;"PERSON";"Li";"O";"be ^ of";"ORGANIZATION";"Merrit Research";1.0
1404;"PERSON";"Eric Garcetti";"O";"be in";"LOCATION";"California";1.0
1405;"LOCATION";"California Antelope Valley Cities";"O";"be in";"LOCATION";"Los Angeles County";1.0
1406;"LOCATION";"Illinois City City";"O";"be of";"LOCATION";"Springfield The Illinois State Capitol";1.0
1407;"PERSON";"Calhoun";"O";"be of";"LOCATION";"South Carolina";1.0
1408;"LOCATION";"Springfield";"O";"be after";"LOCATION";"Springfield";1.0
1409;"LOCATION";"Massachusetts";"O";"be comparable to";"LOCATION";"Silicon Valley";1.0
1410;"LOCATION";"Springfield";"O";"capital of";"LOCATION";"Illinois";1.0
1411;"PERSON";"Wayne";"O";"be of";"ORGANIZATION";"Concordia Seminary";1.0
1412;"LOCATION";"Springfield";"O";"have";"ORGANIZATION";"köppen dfa";1.0
1413;"LOCATION";"Springfield";"O";"be located in";"LOCATION";"Tornado Alley";1.0
1414;"ORGANIZATION";"Illinois State Library";"O";"have";"LOCATION";"Gwendolyn Brooks Building";1.0
1415;"ORGANIZATION";"Maid-Rite Sandwich Shop";"O";"be in";"LOCATION";"Springfield";1.0
1416;"LOCATION";"Springfield";"O";"be inaugurate in";"LOCATION";"Washington";1.0
1417;"LOCATION";"Springfield";"O";"have";"ORGANIZATION";"Dana-Thomas House";1.0
1418;"LOCATION";"Springfield";"O";"have";"LOCATION";"Washington Park";1.0
1419;"PERSON";"Jayson";"O";"be bear in";"LOCATION";"Springfield";1.0
1420;"PERSON";"Kim Schofield Werth";"O";"mother 's";"PERSON";"Jayson";1.0
1421;"PERSON";"Dave Robisch";"O";"be player of";"ORGANIZATION";"National Basketball Association";1.0
1422;"ORGANIZATION";"NOAA";"O";"to";"ORGANIZATION";"National Weather Service Central Illinois Weather Forecast Office";1.0
1423;"ORGANIZATION";"United States Department of Labor";"ORGANIZATION";"of";"ORGANIZATION";"Bureau of Labor Statistics";1.0
1424;"ORGANIZATION";"University of Illinois";"O";"be at";"ORGANIZATION";"Springfield Law";1.0
1425;"PERSON";"Pat Gauen";"O";"be columnist of";"PERSON";"Louis Post-Dispatch";1.0
1426;"ORGANIZATION";"Thompson Center";"O";"be in";"LOCATION";"Chicago";1.0
1427;"PERSON";"Jim Nowlan";"O";"be of";"LOCATION";"Illinois";1.0
1428;"LOCATION";"Townshipedit Outline";"O";"form from";"LOCATION";"Springfield Township";1.0
1429;"LOCATION";"Springfield";"O";"have";"ORGANIZATION";"sacred Heart-Griffin High School";1.0
1430;"ORGANIZATION";"University of Illinois";"O";"be at";"LOCATION";"Springfield";1.0
1431;"ORGANIZATION";"Springfield College";"O";"be in";"LOCATION";"Illinois";1.0
1432;"ORGANIZATION";"Vibra Hospital";"O";"be of";"LOCATION";"Springfield";1.0
1433;"LOCATION";"Abraham Lincoln Memorial Garden";"O";"be on";"LOCATION";"Lake Springfield";1.0
1434;"PERSON";"Louis";"O";"be at";"LOCATION";"Gulf";1.0
1435;"LOCATION";"Orlando";"O";"be via";"LOCATION";"Sanford Airport";1.0
1436;"LOCATION";"Springfield";"O";"be sister citiesedit of";"LOCATION";"Illinois";1.0
1437;"PERSON";"Barry Popik";"O";"be ^ of";"LOCATION";"White Oaks mall Notesedit";1.0
1438;"ORGANIZATION";"Lincoln";"O";"of";"LOCATION";"Springfield";1.0
1439;"ORGANIZATION";"Chicago Commission";"O";"be ^ of";"ORGANIZATION";"Ebsco";1.0
1440;"PERSON";"Lincoln";"O";"of";"LOCATION";"Springfield";1.0
1441;"ORGANIZATION";"Lincoln";"O";"in";"LOCATION";"Springfield";1.0
1442;"ORGANIZATION";"Society Sports Tourism Transportation Windmills Seal of Illinois Regions American Bottom Central Illinois Champaign";"O";"be history languages law music people politics portal protected area of";"ORGANIZATION";"Communications Culture Delegations Earthquakes Economy Education Energy Environment Geography Government Health";1.0
1443;"ORGANIZATION";"pa Harrisburg ri Providence SC Columbia sd Pierre tn Nashville TX Austin UT Salt Lake City VT Montpelier VA Richmond WA Olympia WV Charleston WI Madison";"O";"be or salem of";"LOCATION";"Oklahoma City";1.0
1444;"ORGANIZATION";"UT VT VA WA WV WI wy";"ORGANIZATION";"be in";"ORGANIZATION";"AL AK AZ ar CA CO CT de fl ga hi ID il in ia ks ky LA ME MD MA MI mn ms MO MT ne NV NH NJ NM NY NC ND";1.0
1445;"ORGANIZATION";"National Academy of Sciences Department of Agriculture Pardons State";"O";"be letter of";"PERSON";"Birchard Letter Bixby";1.0
1446;"LOCATION";"Pigeon Creek Community Cottage";"O";"be new salem lincoln home lincoln pioneer village little of";"LOCATION";"Lincoln Birthplace Knob Creek Farm Lincoln Boyhood Memorial Lincoln State Park Lincoln trail Homestead State Memorial Lincoln";1.0
1447;"PERSON";"Lincoln";"O";"be birthday of";"LOCATION";"Mount Rushmore Lincoln";1.0
1448;"LOCATION";"Oregon City City";"O";"be of";"PERSON";"Eugene Clockwise";1.0
1449;"ORGANIZATION";"Oregon Location";"O";"be in";"LOCATION";"United States";1.0
1450;"PERSON";"Jon Ruiz";"O";"be • city manager of";"PERSON";"Lucy Vinis";1.0
1451;"PERSON";"Eugene";"O";"be home to";"ORGANIZATION";"University of Oregon";1.0
1452;"PERSON";"Eugene Skinneredit Replica of Skinner";"PERSON";"of";"PERSON";"Eugene Franklin Skinner";1.0
1453;"ORGANIZATION";"Mount Pisgah";"O";"be southeast of";"PERSON";"Eugene";1.0
1454;"PERSON";"McKenzie Rivers";"O";"run through";"PERSON";"Eugene";1.0
1455;"PERSON";"Eugene";"O";"have";"ORGANIZATION";"köppen csb";1.0
1456;"PERSON";"Eugene";"O";"be wet than";"LOCATION";"Portland";1.0
1457;"ORGANIZATION";"Eugene Bible College";"O";"be start by";"PERSON";"Fred Hornshuh";1.0
1458;"ORGANIZATION";"Catholic Church";"O";"name";"PERSON";"Nativity of mother of God";1.0
1459;"LOCATION";"Saraha Nyingma Buddhist Temple";"O";"be in";"PERSON";"Eugene";1.0
1460;"PERSON";"Luckey";"O";"have";"ORGANIZATION";"Club Cigar Store";1.0
1461;"ORGANIZATION";"Burley Design LLC";"O";"be found by";"PERSON";"Alan Scholz";1.0
1462;"LOCATION";"Lane County Farmer 's market";"O";"be in";"PERSON";"Eugene";1.0
1463;"LOCATION";"Museumsedit Hult Center";"O";"include";"ORGANIZATION";"Museum of Natural";1.0
1464;"PERSON";"Don Latarski";"O";"be professor of";"ORGANIZATION";"University of Oregon";1.0
1465;"ORGANIZATION";"Hult Center";"O";"have";"ORGANIZATION";"Jacobs Gallery";1.0
1466;"PERSON";"Prefontaine";"O";"be film in";"LOCATION";"Washington";1.0
1467;"PERSON";"Zerophilia";"O";"be film in";"PERSON";"Eugene";1.0
1468;"PERSON";"Eugene";"O";"have";"ORGANIZATION";"Oregon duck";1.0
1469;"LOCATION";"Pre 's trail";"O";"be in";"LOCATION";"Alton Baker Park";1.0
1470;"PERSON";"Bowerman";"O";"run shoe in";"PERSON";"Eugene";1.0
1471;"PERSON";"Phil Knight";"O";"be alumnus of";"LOCATION";"Oregon";1.0
1472;"PERSON";"Eugene";"O";"be home to";"ORGANIZATION";"University";1.0
1473;"PERSON";"Eugene";"O";"be home to";"PERSON";"Eugene Emeralds";1.0
1474;"ORGANIZATION";"University";"O";"be serve by";"ORGANIZATION";"University";1.0
1475;"ORGANIZATION";"Lane Community College";"O";"be serve by";"ORGANIZATION";"Lane Community College Public Safety Department";1.0
1476;"ORGANIZATION";"University";"O";"be home to";"ORGANIZATION";"University of Oregon";1.0
1477;"ORGANIZATION";"kezi";"O";"be";"ORGANIZATION";"kopb";1.0
1478;"PERSON";"Eugene";"O";"be transform as of";"PERSON";"June";1.0
1479;"ORGANIZATION";"League";"O";"cite";"PERSON";"Eugene";1.0
1480;"ORGANIZATION";"Census Bureau";"O";"have";"ORGANIZATION";"American Community Survey";1.0
1481;"LOCATION";"McKenzie-Willamette Medical Center";"O";"be in";"LOCATION";"Springfield";1.0
1482;"PERSON";"Joan Mondale";"O";"also bear be in";"PERSON";"Eugene";1.0
1483;"PERSON";"Bryce Zabel";"O";"chair";"ORGANIZATION";"academy";1.0
1484;"ORGANIZATION";"Eugene Yacht Club";"O";"be at";"LOCATION";"Fern Ridge Lake";1.0
1485;"PERSON";"Eugene";"O";"for";"LOCATION";"Portland International Airport";1.0
1486;"ORGANIZATION";"unitarian Universalist Church";"O";"be in";"PERSON";"Eugene";1.0
1487;"ORGANIZATION";"Noti Paris Pawn Penn Pleasant Hill Rainbow Riverview Saginaw Searose Beach Siltcoos Swisshome Tide Tiernan Triangle Lake Unity Vaughn Vida Walden Walker Walterville Walton Wendling Westlake ghost";"O";"be community of";"ORGANIZATION";"Eugene Cities Coburg Cottage Grove Creswell Dunes City Eugene Florence Junction City Lowell Oakridge Springfield Veneta Westfir Unincorporated";1.0
1488;"LOCATION";"Arizona City City";"O";"be in";"LOCATION";"Maricopa County";1.0
1489;"ORGANIZATION";"Arizona Location";"O";"be in";"LOCATION";"United States";1.0
1490;"ORGANIZATION";"Vale of Tempe";"O";"be in";"LOCATION";"Greece";1.0
1491;"ORGANIZATION";"Tempe Irrigating Canal Company";"O";"be soon establish by";"PERSON";"William Kirkland";1.0
1492;"ORGANIZATION";"Vale of Tempe";"O";"be in";"LOCATION";"Greece";1.0
1493;"LOCATION";"McClintock Drive";"O";"be in";"LOCATION";"Tempe";1.0
1494;"LOCATION";"Los Angeles Angels";"O";"be of";"LOCATION";"Anaheim";1.0
1495;"PERSON";"Chang";"O";"have";"ORGANIZATION";"Rock 'n' Roll Arizona Marathon";1.0
1496;"LOCATION";"Sun Devil Stadium";"O";"host";"ORGANIZATION";"Arizona Cardinals";1.0
1497;"ORGANIZATION";"Los Angeles Angels";"O";"be of";"LOCATION";"Anaheim";1.0
1498;"ORGANIZATION";"Buffalo Wild Wings Bowl";"O";"be at";"LOCATION";"Sun Devil Stadium";1.0
1499;"LOCATION";"Tempe";"O";"be home to";"ORGANIZATION";"Arizona Combat Sports";1.0
1500;"PERSON";"Jules Asner";"O";"be of";"ORGANIZATION";"Arizona State University";1.0
1501;"PERSON";"Hutt";"O";"be lower of";"LOCATION";"Ireland";1.0
1502;"LOCATION";"Sweden Tempe";"O";"have have sister city with";"LOCATION";"Skopje";1.0
1503;"PERSON";"Julie Ann White";"O";"be in";"LOCATION";"Tempe";1.0
1504;"LOCATION";"Gila River Indian Community ‡ Salt River Pima";"LOCATION";"be of";"LOCATION";"Johns Mission Salt River San Lucy Village Santa";1.0
1505;"LOCATION";"New River Paradise Valley Queen Creek San Tan Valley Sun City Sun City West Sun Lakes smaller";"O";"be base maricopa of";"ORGANIZATION";"Avondale Buckeye Casa Grande El Mirage Eloy Florence Fountain Hills Goodyear Gold Canyon Luke Air Force";1.0
1506;"PERSON";"Greg Stanton";"O";"be in";"LOCATION";"Arizona";1.0
1507;"LOCATION";"Arizona Cities";"O";"be in";"LOCATION";"Maricopa County";1.0
1508;"LOCATION";"Adams County Weld County";"O";"be counties of";"LOCATION";"United States State Colorado";1.0
1509;"PERSON";"Thornton";"O";"th-most populous city in";"LOCATION";"United States";1.0
1510;"PERSON";"Sam Hoffman";"O";"north of";"LOCATION";"Denver";0.7288643351760474
1511;"PERSON";"Dan Thornton";"O";"be governor of";"LOCATION";"Colorado";1.0
1512;"PERSON";"Thornton";"O";"be serve by";"ORGANIZATION";"Denver Regional Transportation District";1.0
1513;"PERSON";"Thornton";"O";"be serve by";"LOCATION";"Rangeview Library District";1.0
1514;"PERSON";"Mike Manning";"O";"be state legislator of";"LOCATION";"Colorado";1.0
1515;"PERSON";"Kyle Sleeth";"O";"be state legislator of";"LOCATION";"Colorado";1.0
1516;"LOCATION";"Colorado";"O";"be municipality of";"LOCATION";"Colorado";1.0
1517;"PERSON";"Tesho Akindele";"O";"be of";"ORGANIZATION";"Colorado Mines";1.0
1518;"ORGANIZATION";"CDOT";"O";"be website of";"PERSON";"Thornton";1.0
1519;"PERSON";"Thornton";"O";"be ‡ of";"ORGANIZATION";"Brighton Cities Arvada ‡ Aurora ‡ Brighton ‡ Commerce City Federal Heights Northglenn";1.0
1520;"LOCATION";"Northglenn";"O";"be ‡ of";"ORGANIZATION";"Greeley Cities Brighton ‡ Dacono Evans Fort Lupton Greeley Longmont";1.0
1521;"PERSON";"Cathy Noon";"O";"be president of";"ORGANIZATION";"City Council";1.0
1522;"ORGANIZATION";"Colorado Cities";"O";"be in";"LOCATION";"Weld County";1.0
1523;"LOCATION";"Ohio";"O";"be from";"ORGANIZATION";"Wikipedia";1.0
1524;"LOCATION";"Ohio City City";"O";"be of";"ORGANIZATION";"Columbus image";1.0
1525;"ORGANIZATION";"Ohio Show map of North America Location";"O";"be in";"LOCATION";"Ohio";1.0
1526;"PERSON";"Andrew J";"O";"be for";"PERSON";"Christopher Columbus";1.0
1527;"LOCATION";"Columbus";"O";"be home to";"ORGANIZATION";"Battelle Memorial Institute";1.0
1528;"PERSON";"Forbes";"O";"give";"PERSON";"Columbus";1.0
1529;"ORGANIZATION";"Ohio Company";"O";"send";"PERSON";"George Washington";1.0
1530;"LOCATION";"Ohio Country";"O";"part of";"LOCATION";"Virginia Military District";1.0
1531;"PERSON";"Poindexter";"O";"arrive in";"LOCATION";"Columbus";1.0
1532;"ORGANIZATION";"regular Army";"O";"establish";"PERSON";"Camp Thomas";1.0
1533;"ORGANIZATION";"Anti-Saloon League";"O";"be in";"LOCATION";"Westerville";1.0
1534;"PERSON";"Bush";"O";"preside over";"ORGANIZATION";"Buckeye Steel Castings Company";1.0
1535;"PERSON";"Samuel Gompers";"O";"found";"ORGANIZATION";"Federation of Labor";1.0
1536;"ORGANIZATION";"Army Corps";"O";"widen";"LOCATION";"Scioto River";1.0
1537;"ORGANIZATION";"American Professional Football Association";"O";"be found in";"LOCATION";"Canton";1.0
1538;"PERSON";"James Mason";"O";"have";"LOCATION";"french Topiary Gardens";1.0
1539;"LOCATION";"Dayton";"O";"be to";"LOCATION";"Columbus";1.0
1540;"LOCATION";"Scioto River";"O";"county near";"LOCATION";"lockbourne";0.6079093656414823
1541;"LOCATION";"America";"O";"as";"LOCATION";"best city";1.0
1542;"ORGANIZATION";"Dole Nutrition Institute";"O";"name";"LOCATION";"Columbus";1.0
1543;"LOCATION";"Columbus";"O";"most intelligent city in";"LOCATION";"United States";1.0
1544;"ORGANIZATION";"MarketWatch";"O";"rank";"LOCATION";"Columbus";1.0
1545;"PERSON";"Paul";"O";"have";"ORGANIZATION";"Episcopal Church";1.0
1546;"PERSON";"Jesus Christ";"O";"be of";"ORGANIZATION";"Saints Columbus Ohio Temple";1.0
1547;"ORGANIZATION";"russian Baptist Church of Columbus";"O";"be in";"LOCATION";"Dublin";1.0
1548;"ORGANIZATION";"Life Church";"O";"be at";"LOCATION";"Easton";1.0
1549;"ORGANIZATION";"Methodist Theological School";"O";"be in";"LOCATION";"Ohio";1.0
1550;"PERSON";"Wu";"O";"be artistic director of";"ORGANIZATION";"Columbus City Ballet School";1.0
1551;"ORGANIZATION";"Vern Riffe Center";"O";"house";"LOCATION";"Capitol Theatre";1.0
1552;"ORGANIZATION";"nhl";"O";"of";"ORGANIZATION";"Columbus Blue Jackets";1.0
1553;"ORGANIZATION";"Ohio State Buckeyes";"O";"be of";"ORGANIZATION";"Ohio State University";1.0
1554;"ORGANIZATION";"Texas Longhorns";"O";"be of";"ORGANIZATION";"University of Texas";1.0
1555;"ORGANIZATION";"Center for Automotive Research & Technology";"O";"be at";"LOCATION";"Cooper Park";1.0
1556;"PERSON";"Bobby Rahal";"O";"be winner of";"LOCATION";"Indianapolis";1.0
1557;"ORGANIZATION";"Columbus Destroyers";"O";"be team of";"ORGANIZATION";"afl";1.0
1558;"LOCATION";"Clintonville";"O";"be home to";"LOCATION";"Whetstone Park";1.0
1559;"LOCATION";"Columbus";"O";"at";"LOCATION";"Old Deaf School Park";1.0
1560;"LOCATION";"Metro Park";"O";"be on";"LOCATION";"Whittier Peninsula";1.0
1561;"LOCATION";"Columbus";"O";"on";"LOCATION";"West Side";1.0
1562;"ORGANIZATION";"Columbus College of Art";"O";"be people of";"ORGANIZATION";"Ohio State University";1.0
1563;"ORGANIZATION";"Ohio State University";"O";"have";"LOCATION";"Drinko Hall";1.0
1564;"LOCATION";"Westerville";"O";"have";"ORGANIZATION";"Otterbein University";1.0
1565;"LOCATION";"Delaware";"O";"have";"ORGANIZATION";"Ohio Wesleyan University";1.0
1566;"PERSON";"Hennen";"O";"accord to";"ORGANIZATION";"American Public Library rating";1.0
1567;"ORGANIZATION";"cml";"O";"be name by";"ORGANIZATION";"Library Journal";1.0
1568;"ORGANIZATION";"Dispatch Printing Company";"O";"such as";"ORGANIZATION";"ThisWeek Community News";1.0
1569;"ORGANIZATION";"Ohio Channel SportsTime Ohio Spectrum Sports";"O";"be the of";"ORGANIZATION";"Fox Sports Ohio";1.0
1570;"ORGANIZATION";"ESPN Columbus Columbus AM WDLR adult Contemporary Local Delaware";"O";"be wrfd christian talk am wrfd columbus-worthington am wmni adult standards wmni am columbus am wyts sports talk fox sports radio am columbus am wbns sports talk of";"ORGANIZATION";"Gabriel Radio Columbus AM";1.0
1571;"ORGANIZATION";"Penn Central";"O";"run";"ORGANIZATION";"Ohio State Limited";1.0
1572;"LOCATION";"Columbus";"O";"be largest area in";"LOCATION";"U.S";1.0
1573;"ORGANIZATION";"Columbus Dispatch";"O";"be by";"PERSON";"Cindy Decker";1.0
1574;"PERSON";"Columbus Alive";"O";"be by";"PERSON";"Jeb Phillips";1.0
1575;"PERSON";"Columbus Dispatch";"O";"be by";"PERSON";"Joe Blundo";1.0
1576;"PERSON";"Hennen";"O";"have";"ORGANIZATION";"American Public Library rating";1.0
1577;"ORGANIZATION";"Columbus Commons Columbus Crew Stadium Columbus Metropolitan Library Columbus Museum of Art Columbus Zoo";"O";"be of";"LOCATION";"Columbus Beulah Park racetrack Columbus City Hall";1.0
1578;"ORGANIZATION";"Schiller Park Southern Theatre Wexner Center for the art Zoombezi Bay Colleges";"O";"be replica of";"LOCATION";"Rhodes State Office Tower Santa María";1.0
1579;"LOCATION";"Ohio";"O";"be timeline hospital mayors metroparks of";"ORGANIZATION";"Columbus City Council City Schools Columbus Ohio Temple history";1.0
1580;"ORGANIZATION";"Akron Canton Cincinnati Cleveland Columbus Dayton Findlay-Tiffin Huntington-Ashland Lima Mansfield Steubenville Toledo Youngstown-Warren Largest";"O";"be area of";"ORGANIZATION";"Valley Northeast Ohio Northwest Ohio Vacationland Western Reserve Metro";1.0
1581;"LOCATION";"Columbus Frankfort Indianapolis Lansing Springfield Jefferson City Des Moines Madison St";"O";"be capital of";"ORGANIZATION";"Louis Cleveland Columbus Dayton Cincinnati Louisville Grand Rapids Fort Wayne Indianapolis Milwaukee Green Bay Madison Des Moines Kansas City Wichita Omaha Sioux Falls Rapid City Fargo State";1.0
1582;"PERSON";"Paul";"O";"be saint of";"LOCATION";"Maryland";1.0
1583;"PERSON";"Andrew Ginther";"O";"be in";"LOCATION";"Ohio";1.0
1584;"LOCATION";"Ohio Cities";"O";"be in";"LOCATION";"Delaware County";1.0
1585;"ORGANIZATION";"city of Fresno downtown Fresno Flag Seal Location of Fresno";"O";"be in";"LOCATION";"Fresno County";1.0
1586;"ORGANIZATION";"California Location";"O";"be in";"LOCATION";"United States";1.0
1587;"PERSON";"Bruce Rudd";"O";"be brand • city manager of";"PERSON";"Lee";1.0
1588;"LOCATION";"California";"O";"of";"LOCATION";"Central Valley";1.0
1589;"LOCATION";"Fresno";"O";"be fifth-most city in";"LOCATION";"California";1.0
1590;"LOCATION";"Fresno";"O";"be in";"ORGANIZATION";"Bank of America";1.0
1591;"LOCATION";"Scottsburg";"O";"be rename";"LOCATION";"Centerville";1.0
1592;"ORGANIZATION";"Federal Bureau";"O";"result in";"LOCATION";"Fresno";1.0
1593;"LOCATION";"Kearney Park";"O";"be home to";"LOCATION";"Kearney Mansion";1.0
1594;"LOCATION";"Fulton Street";"O";"be in";"LOCATION";"downtown Fresno";1.0
1595;"ORGANIZATION";"California State University";"O";"be at";"LOCATION";"Fresno";1.0
1596;"PERSON";"Roger Rocka";"O";"have";"ORGANIZATION";"Dinner Theater & Good Company Players";1.0
1597;"ORGANIZATION";"McDonald";"O";"performer on";"LOCATION";"Broadway";1.0
1598;"LOCATION";"First Street";"O";"be to";"LOCATION";"Cedar Avenue";1.0
1599;"LOCATION";"Platt Avenue";"O";"west of";"LOCATION";"Sixth Street";1.0
1600;"PERSON";"Van Ness Extensionedit North";"O";"be of";"LOCATION";"Shaw Avenue";1.0
1601;"LOCATION";"Fresno Street";"O";"be in";"LOCATION";"Southwest Fresno";1.0
1602;"ORGANIZATION";"Fresno Chandler Executive Airport";"O";"be on";"LOCATION";"West Side";1.0
1603;"PERSON";"Woodward Park";"O";"be found by";"PERSON";"Ralph Woodward";1.0
1604;"LOCATION";"San Joaquin River Parkway";"O";"of";"PERSON";"Lewis s";1.0
1605;"PERSON";"Woodward Park";"O";"be home to";"LOCATION";"California Interscholastic Federation";1.0
1606;"LOCATION";"California";"O";"have";"LOCATION";"San Joaquin Valley";1.0
1607;"PERSON";"William Saroyan Theatre";"O";"be at";"LOCATION";"Fresno Convention Center";1.0
1608;"ORGANIZATION";"Save Mart Center";"O";"be at";"ORGANIZATION";"Fresno State";1.0
1609;"LOCATION";"Fresno";"O";"have";"PERSON";"Woodward Park";1.0
1610;"ORGANIZATION";"Sisk courthouse";"O";"serve";"ORGANIZATION";"Fresno County Superior Court";1.0
1611;"ORGANIZATION";"Senate";"O";"be state of";"LOCATION";"California";1.0
1612;"PERSON";"Jim Patterson";"O";"be in";"LOCATION";"District";1.0
1613;"PERSON";"Jim Costa";"O";"be in";"LOCATION";"District";1.0
1614;"ORGANIZATION";"Merced";"O";"have";"ORGANIZATION";"University of California";1.0
1615;"ORGANIZATION";"ksee";"O";"be as";"ORGANIZATION";"NBC";1.0
1616;"ORGANIZATION";"kgpe";"O";"be affiliate of";"ORGANIZATION";"CBS";1.0
1617;"ORGANIZATION";"kfre";"O";"be affiliate of";"ORGANIZATION";"cw";1.0
1618;"ORGANIZATION";"kmph";"O";"be affiliate of";"ORGANIZATION";"fox";1.0
1619;"ORGANIZATION";"KVPT";"O";"be affiliate of";"ORGANIZATION";"PBS";1.0
1620;"LOCATION";"Sierra Sky Park Airport";"O";"be in";"LOCATION";"Northwest Fresno";1.0
1621;"ORGANIZATION";"US Army Reserve Center";"O";"be at";"LOCATION";"Fresno Yosemite International Airport";1.0
1622;"PERSON";"Châteauroux";"O";"be in";"LOCATION";"France";1.0
1623;"LOCATION";"Verona";"O";"be in";"LOCATION";"Italy";1.0
1624;"LOCATION";"Shinzen Friendship Garden";"O";"be in";"LOCATION";"Woodward Park";1.0
1625;"LOCATION";"North America";"O";"be in";"LOCATION";"Fresno";1.0
1626;"LOCATION";"California";"O";"have";"ORGANIZATION";"Electric Railways";1.0
1627;"ORGANIZATION";"Zacky Farms Cypress Systems West Air Valley Yellow Pages Sierra Entertainment Research & Education Colleges";"O";"be field bulldog stadium the big fresno fair economy community regional medical center of";"LOCATION";"Warnors Theatre Tower Theatre Azteca Theater Chukchansi Park Selland Arena Save Mart Center Ratcliffe Stadium Pete Beiden";1.0
1628;"PERSON";"Eric Garcetti";"O";"be in";"LOCATION";"California";1.0
1629;"ORGANIZATION";"Georgia Location";"O";"be in";"LOCATION";"Georgia";1.0
1630;"PERSON";"Clarke";"O";"be county of";"LOCATION";"United States State Georgia";1.0
1631;"PERSON";"Nancy Denson";"O";"be government • mayor of";"LOCATION";"Greece";1.0
1632;"LOCATION";"Athens";"O";"be city in";"LOCATION";"Georgia";1.0
1633;"ORGANIZATION";"Platonic Academy of Plato";"O";"be in";"LOCATION";"Greece";1.0
1634;"ORGANIZATION";"City Hall on College Avenue";"O";"be in";"LOCATION";"downtown Athens";1.0
1635;"ORGANIZATION";"Franklin College";"O";"be university of";"ORGANIZATION";"of Georgia";1.0
1636;"LOCATION";"Broad Street";"O";"be in";"LOCATION";"Athens";1.0
