"id";"subject_type";"subject_value";"relation_type";"relation_value";"object_type";"object_value";"confidence"
20326;"ORGANIZATION";"House of Commons";"O";"be of";"LOCATION";"United Kingdom";1.0
20327;"PERSON";"Jawed Karim";"O";"be co-founder of";"ORGANIZATION";"YouTube";1.0
20328;"LOCATION";"Silicon Island";"O";"be blog of";"ORGANIZATION";"Newsday";1.0
20329;"LOCATION";"Iran";"O";"block";"ORGANIZATION";"YouTube";1.0
20330;"ORGANIZATION";"YouTube";"O";"be once again allow in";"LOCATION";"Libya";1.0
20331;"ORGANIZATION";"University of Illinois";"O";"be at";"ORGANIZATION";"Urbana-Champaign";1.0
20332;"ORGANIZATION";"Google";"O";"launch";"ORGANIZATION";"YouTube gaming";0.5036467979141762
20333;"PERSON";"Rajeev Tiwari";"O";"be ^ of";"ORGANIZATION";"YouTube";1.0
20334;"ORGANIZATION";"YouTube Launches";"O";"be in";"LOCATION";"Australia";1.0
20335;"ORGANIZATION";"YouTube";"O";"launch in";"LOCATION";"Argentina";1.0
20336;"ORGANIZATION";"Google";"O";"launch youtube in";"LOCATION";"Kenya";0.4794334018310456
20337;"ORGANIZATION";"Google";"O";"launch";"ORGANIZATION";"YouTube";1.0
20338;"ORGANIZATION";"YouTube";"O";"launch portal in";"LOCATION";"Senegal";1.0
20339;"ORGANIZATION";"YouTube";"O";"come in";"LOCATION";"Ukraine";1.0
20340;"ORGANIZATION";"YouTube";"O";"launch";"LOCATION";"Nepal";1.0
20341;"ORGANIZATION";"YouTube";"O";"launch homepage for";"LOCATION";"Pakistan";1.0
20342;"ORGANIZATION";"YouTube Stars talk Health Care";"O";"be at";"LOCATION";"White House";1.0
20343;"ORGANIZATION";"Obama";"ORGANIZATION";"enlist";"ORGANIZATION";"YouTube Personalities";0.511883680552422
20344;"ORGANIZATION";"NBCU";"O";"be in";"LOCATION";"Hulu";1.0
20345;"ORGANIZATION";"YouTube Launches Revenue";"ORGANIZATION";"share";"ORGANIZATION";"partner program";0.4880724924918134
20346;"ORGANIZATION";"Viacom";"O";"will sue";"ORGANIZATION";"YouTube";1.0
20347;"ORGANIZATION";"US Military";"ORGANIZATION";"ban";"ORGANIZATION";"YouTube";1.0
20348;"ORGANIZATION";"YouTube";"O";"cut in";"LOCATION";"Iran";1.0
20349;"ORGANIZATION";"YouTube Blocked";"O";"be in";"LOCATION";"Turkey";1.0
20350;"ORGANIZATION";"YouTube Banned";"O";"be in";"LOCATION";"Turkey";1.0
20351;"ORGANIZATION";"YouTube";"O";"block in";"LOCATION";"Bangladesh";1.0
20352;"ORGANIZATION";"Facebook";"O";"be to";"ORGANIZATION";"Twitter";1.0
20353;"PERSON";"Steve Chen Chad Hurley Jawed Karim";"O";"be founders of";"ORGANIZATION";"YouTube";1.0
20354;"ORGANIZATION";"AJAX";"O";"be tool of";"ORGANIZATION";"primer Pixel Play Books Games Movies & TV Music Newsstand Public DNS url Shortener Wallet Wifi Development";1.0
20355;"PERSON";"Al Gore Alan Eustace Alan Mulally Amit Singhal Ann Mather David Drummond Eric Schmidt Jeff Dean John Doerr John L";"O";"be for";"ORGANIZATION";"Google China Google";1.0
20356;"PERSON";"Larry Page Sergey Brin";"O";"be founder of";"PERSON";"Tilghman Sundar Pichai Susan Wojcicki Urs Hölzle Vint Cerf Hal Varian Gayglers";1.0
20357;"PERSON";"Arthur D";"O";"be gv jigsaw nest sidewalk verily x waymo people of";"ORGANIZATION";"Google";1.0
20358;"ORGANIZATION";"Arte Boutique BBC";"O";"be iview aparat acfun afreecatv all of";"ORGANIZATION";"ABC";1.0
20359;"PERSON";"Viki Vimeo Viu Voddler";"O";"be tenplay theplatform toon goggles trilulilu tubi tv tudou tvcatchup tv uol tvigle tvnz ondemand tvyo twitch.tv uktv play ultraviolet vbox veoh vevo vidme vidoosh viewster of";"ORGANIZATION";"TalkTalk TV Tank Top tv TAPP TV TeacherTube Teaching Channel Telly Inc";1.0
20360;"ORGANIZATION";"Google";"O";"be os software of";"ORGANIZATION";"Firefox";1.0
20361;"ORGANIZATION";"Nowcom";"O";"'s co. be";"ORGANIZATION";"Ltd";1.0
20362;"ORGANIZATION";"Afreeca";"O";"of";"ORGANIZATION";"Nowcom";1.0
20363;"ORGANIZATION";"Arte Boutique BBC";"O";"be iview aparat acfun afreecatv all of";"ORGANIZATION";"ABC";1.0
20364;"PERSON";"Viki Vimeo Viu Voddler";"O";"be tenplay theplatform toon goggles trilulilu tubi tv tudou tvcatchup tv uol tvigle tvnz ondemand tvyo twitch.tv uktv play ultraviolet vbox veoh vevo vidme vidoosh viewster of";"ORGANIZATION";"TalkTalk TV Tank Top tv TAPP TV TeacherTube Teaching Channel Telly Inc";1.0
20365;"LOCATION";"Romania";"O";"be from";"ORGANIZATION";"Wikipedia";1.0
20366;"ORGANIZATION";"Legislature Parliament • Upper house Senate";"O";"be • prime minister of";"PERSON";"Klaus Iohannis";1.0
20367;"LOCATION";"Romania";"O";"join";"ORGANIZATION";"European Union";1.0
20368;"LOCATION";"Romania";"O";"into";"LOCATION";"Danube Delta";1.0
20369;"LOCATION";"Romania";"O";"be ally against";"LOCATION";"Soviet Union";1.0
20370;"LOCATION";"Romania";"O";"socialist republic of";"ORGANIZATION";"Warsaw Pact";1.0
20371;"LOCATION";"Wallachia";"O";"be mention as";"PERSON";"?eara Rumâneasc?";0.5592498652387803
20372;"LOCATION";"Moldavia";"O";"be under";"PERSON";"Michael the Brave";1.0
20373;"LOCATION";"Transylvania";"O";"part of";"LOCATION";"Kingdom";1.0
20374;"PERSON";"Alexander";"PERSON";"good in";"LOCATION";"Moldavia";1.0
20375;"PERSON";"Neagoe Basarab";"O";"be in";"LOCATION";"Wallachia";1.0
20376;"PERSON";"John Hunyadi";"O";"be in";"LOCATION";"Transylvania";1.0
20377;"LOCATION";"Banat";"O";"be from";"LOCATION";"Hungary";1.0
20378;"LOCATION";"Romania";"O";"rank in";"LOCATION";"Europe";1.0
20379;"LOCATION";"Dobruja";"O";"be cede to";"LOCATION";"Bulgaria";1.0
20380;"LOCATION";"Hungary";"O";"receive";"LOCATION";"Transylvania";1.0
20381;"LOCATION";"Germany";"O";"be to";"ORGANIZATION";"Nazi";1.0
20382;"LOCATION";"Soviet Union";"O";"annex";"LOCATION";"Bessarabia";1.0
20383;"LOCATION";"Bulgaria";"O";"retain";"PERSON";"Southern Dobruja";1.0
20384;"LOCATION";"Romania";"O";"do regain";"LOCATION";"northern Transylvania";1.0
20385;"PERSON";"Nicolae Ceau?escu";"O";"rule";"LOCATION";"Romania";1.0
20386;"LOCATION";"Romania";"O";"play role in";"LOCATION";"Israel";1.0
20387;"PERSON";"Klaus Iohannis";"O";"be mayor of";"LOCATION";"Sibiu";1.0
20388;"LOCATION";"Romania";"O";"have";"PERSON";"Victor Ponta";1.0
20389;"LOCATION";"Romania";"O";"join";"ORGANIZATION";"European Union";1.0
20390;"LOCATION";"Rodna mountain";"O";"be in";"LOCATION";"Maramure? County The Danube Delta";1.0
20391;"LOCATION";"Romania";"O";"be largest country in";"LOCATION";"Southeastern Europe";1.0
20392;"LOCATION";"Danube Delta";"O";"be largest marshland in";"LOCATION";"Europe";1.0
20393;"PERSON";"Clima României";"O";"be from";"PERSON";"Administra?ia Na?ional? de Meteorologie";1.0
20394;"ORGANIZATION";"PNL -rrb- save Romania Union";"O";"be in";"LOCATION";"Romania";1.0
20395;"PERSON";"Klaus Iohannis";"O";"be of";"LOCATION";"Romania";1.0
20396;"ORGANIZATION";"romanian Armed Forces";"O";"be of";"LOCATION";"Romania";1.0
20397;"LOCATION";"Bucharest";"O";"through";"LOCATION";"Henri Coand? International Airport";1.0
20398;"ORGANIZATION";"Orthodox Church Romania";"O";"religion in";"LOCATION";"Romania";0.48576274027914873
20399;"ORGANIZATION";"Orthodox Church";"O";"be";"ORGANIZATION";"Eastern Orthodox Church";1.0
20400;"LOCATION";"Romania";"O";"be in";"LOCATION";"Romania";1.0
20401;"LOCATION";"Bucharest";"O";"city in";"LOCATION";"Romania";1.0
20402;"ORGANIZATION";"Healthcare";"O";"be in";"LOCATION";"Romania Romania";1.0
20403;"PERSON";"Mihai Eminescu";"O";"be poet of";"LOCATION";"Romania";1.0
20404;"PERSON";"Simona Halep";"O";"be in";"LOCATION";"Romania";1.0
20405;"ORGANIZATION";"Roma";"O";"be in";"LOCATION";"Romania";1.0
20406;"ORGANIZATION";"UNDP";"O";"have";"ORGANIZATION";"Regional Bureau";1.0
20407;"PERSON";"Epistolae";"O";"be et of";"PERSON";"Acta";1.0
20408;"LOCATION";"Europe";"O";"be before";"LOCATION";"Rome";1.0
20409;"PERSON";"Ion Antonescu";"O";"be regal privind investirea generaluluus of";"PERSON";"Decret";1.0
20410;"LOCATION";"Romania";"O";"have";"PERSON";"Basescu";1.0
20411;"ORGANIZATION";"Ponta";"O";"be pm of";"LOCATION";"Romania";1.0
20412;"ORGANIZATION";"EU";"O";"approve";"LOCATION";"Romania";1.0
20413;"PERSON";"Gheorghe Stoica";"O";"be ^ of";"ORGANIZATION";"IMF";1.0
20414;"LOCATION";"Romania";"O";"be relation with";"LOCATION";"republic";0.6200715430188065
20415;"ORGANIZATION";"Ministry of National Defense";"O";"be of";"LOCATION";"Romania";1.0
20416;"PERSON";"Regele Ferdinand";"O";"be va trimite fregata of";"LOCATION";"Romania";1.0
20417;"LOCATION";"Targu Jiu";"O";"be din of";"PERSON";"Constantin Brancusi";1.0
20418;"ORGANIZATION";"Eurostat";"O";"be ^ of";"ORGANIZATION";"Central Intelligence Agency";1.0
20419;"ORGANIZATION";"romanian information Center";"O";"be in";"LOCATION";"Brussels";1.0
20420;"PERSON";"Hagi";"O";"snub";"PERSON";"Maradona";1.0
20421;"LOCATION";"Romania";"O";"be at";"ORGANIZATION";"DMOZ Wikimedia Atlas of Romania Geographic";1.0
20422;"LOCATION";"Guernsey Isle";"O";"be sovereign base area gibraltar british overseas territory of";"LOCATION";"Dhekelia";1.0
20423;"PERSON";"YouPorn";"O";"be highest-ranked adult website accord to";"PERSON";"Alexa";1.0
20424;"PERSON";"Nishantha Hapuarachchi";"O";"be chief magistrate of";"LOCATION";"Sri Lanka";1.0
20425;"ORGANIZATION";"Hangzhou Huandian Technology";"O";"base in";"LOCATION";"Hangzhou";1.0
20426;"ORGANIZATION";"Arte Boutique BBC";"O";"be iview aparat acfun afreecatv all of";"ORGANIZATION";"ABC";1.0
20427;"ORGANIZATION";"Microsoft Movies & TV";"O";"be iflix itunes store of";"LOCATION";"Hulu";1.0
20428;"PERSON";"Mark Zuckerberg";"O";"be key people of";"PERSON";"Mark Zuckerberg Eduardo Saverin Andrew McCollum Dustin Moskovitz Chris Hughes";1.0
20429;"PERSON";"Zuckerberg";"O";"attend";"ORGANIZATION";"Harvard University";1.0
20430;"PERSON";"Zuckerberg";"O";"tell";"ORGANIZATION";"Crimson";1.0
20431;"ORGANIZATION";"crimson";"O";"be about";"PERSON";"Facemash";1.0
20432;"PERSON";"Cameron Winklevoss";"O";"be senior of";"ORGANIZATION";"Harvard";1.0
20433;"PERSON";"Divya Narendra";"O";"accuse";"PERSON";"Zuckerberg";1.0
20434;"PERSON";"Chris Hughes";"O";"join";"PERSON";"Zuckerberg";1.0
20435;"ORGANIZATION";"Facebook";"O";"move to";"LOCATION";"Palo Alto";0.15377660881103794
20436;"PERSON";"Peter Thiel";"O";"be co-founder of";"ORGANIZATION";"PayPal";1.0
20437;"ORGANIZATION";"eBay";"O";"become after";"ORGANIZATION";"Google";1.0
20438;"ORGANIZATION";"Facebook";"O";"second-most website in";"LOCATION";"U.S";1.0
20439;"ORGANIZATION";"Facebook";"O";"announce";"PERSON";"App Center";1.0
20440;"ORGANIZATION";"Facebook";"O";"unveil";"ORGANIZATION";"Facebook Home";1.0
20441;"ORGANIZATION";"Poor";"O";"placement of";"ORGANIZATION";"Facebook";0.9190224900887743
20442;"ORGANIZATION";"Tsinghua University";"O";"be in";"LOCATION";"Beijing";1.0
20443;"ORGANIZATION";"Facebook";"O";"be ban in";"LOCATION";"China";1.0
20444;"ORGANIZATION";"Facebook";"O";"announce";"PERSON";"text";1.0
20445;"ORGANIZATION";"Facebook";"O";"of";"ORGANIZATION";"ctr";1.0
20446;"LOCATION";"Dublin";"O";"be in";"LOCATION";"Ireland";1.0
20447;"LOCATION";"Fitzrovia";"O";"be in";"LOCATION";"London";1.0
20448;"ORGANIZATION";"Facebook";"O";"launch";"ORGANIZATION";"Facebook Pages";1.0
20449;"ORGANIZATION";"Facebook";"O";"launch facebook stories in";"LOCATION";"Ireland";1.0
20450;"ORGANIZATION";"Facebook";"O";"launch";"ORGANIZATION";"Facebook Beacon";1.0
20451;"ORGANIZATION";"Facebook";"O";"be company of";"ORGANIZATION";"Facebook";1.0
20452;"ORGANIZATION";"Facebook";"O";"file paperwork with";"ORGANIZATION";"Federal Election Commission";1.0
20453;"ORGANIZATION";"Facebook";"O";"team up with";"ORGANIZATION";"ABC";1.0
20454;"PERSON";"Ben Mezrich";"O";"be pride american author of";"LOCATION";"San Francisco";1.0
20455;"PERSON";"Cristiano Ronaldo";"O";"surpass";"PERSON";"Shakira";1.0
20456;"ORGANIZATION";"Facebook";"O";"have";"PERSON";"Mark Zuckerberg";1.0
20457;"ORGANIZATION";"Facebook user";"O";"be broke into a of";"PERSON";"Mark Zuckerberg";1.0
20458;"ORGANIZATION";"Microsoft";"O";"invest m in";"ORGANIZATION";"Facebook";0.4794334018310456
20459;"ORGANIZATION";"HTC";"O";"announce first smartphone with";"ORGANIZATION";"AT&T";0.6078708670645983
20460;"ORGANIZATION";"Facebook";"ORGANIZATION";"introduce";"ORGANIZATION";"hashtag";0.5087983713375177
20461;"ORGANIZATION";"ACLU";"O";"expose";"ORGANIZATION";"Facebook";1.0
20462;"ORGANIZATION";"Facebook";"O";"office in";"LOCATION";"India";0.5500381657992293
20463;"ORGANIZATION";"Facebook";"O";"have";"ORGANIZATION";"Hyderabad Office inaugurate";1.0
20464;"ORGANIZATION";"Facebook";"O";"be in";"LOCATION";"Los Lunas";1.0
20465;"PERSON";"Zuckerberg";"O";"be in";"LOCATION";"Moscow";1.0
20466;"LOCATION";"Russia";"O";"push";"ORGANIZATION";"Facebook";0.5227004968274923
20467;"ORGANIZATION";"Facebook";"ORGANIZATION";"help";"ORGANIZATION";"Center";1.0
20468;"ORGANIZATION";"Facebook";"O";"have";"PERSON";"Zuckerberg";1.0
20469;"LOCATION";"Syria";"O";"block";"ORGANIZATION";"Facebook";0.4794334018310456
20470;"ORGANIZATION";"Yahoo";"O";"sue";"ORGANIZATION";"Facebook";0.7259694799456706
20471;"ORGANIZATION";"Facebook";"ORGANIZATION";"want";"ORGANIZATION";"piece";1.0
20472;"ORGANIZATION";"Facebook";"O";"be tag of";"PERSON";"Romney";1.0
20473;"LOCATION";"Colombia";"O";"have";"ORGANIZATION";"farc";1.0
20474;"ORGANIZATION";"Facebook Back-To-Back debate";"O";"be in";"LOCATION";"New Hampshire";1.0
20475;"LOCATION";"Colorado";"O";"be 's";"PERSON";"Justin Smith";1.0
20476;"PERSON";"Kevin Poulsen";"O";"be | of";"PERSON";"Ben Collins";1.0
20477;"LOCATION";"Russia";"O";"use";"ORGANIZATION";"Facebook event";1.0
20478;"ORGANIZATION";"Facebook";"ORGANIZATION";"enable";"ORGANIZATION";"advertiser";1.0
20479;"PERSON";"Gideon Resnick";"O";"be | of";"PERSON";"Ben Collins";1.0
20480;"PERSON";"Cristiano Ronaldo";"O";"be person on";"ORGANIZATION";"Facebook";1.0
20481;"ORGANIZATION";"Facebook";"O";"be diplomacy of";"ORGANIZATION";"Facebook";1.0
20482;"ORGANIZATION";"ning Wall.fm Tools Social";"O";"be lunarstorm meday meerkat mobli netlog orkut sixdegrees.com so.cl tvtag wretch yik yak white-label service of";"LOCATION";"Jaiku";1.0
20483;"ORGANIZATION";"Avaya Cisco Systems Ericsson Fujitsu Hewlett Packard Enterprise Huawei Juniper Networks Motorola Solutions NEC Nokia";"O";"be equipment of";"ORGANIZATION";"Microsoft Nokia Panasonic Samsung Sony TCL Corporation true Xiaomi ZTE network";1.0
