"id";"subject_type";"subject_value";"relation_type";"relation_value";"object_type";"object_value";"confidence"
16614;"LOCATION";"Brazil";"O";"be portal of";"ORGANIZATION";"Google";1.0
16615;"ORGANIZATION";"Associated Press";"O";"be at";"ORGANIZATION";"Businessweek";1.0
16616;"ORGANIZATION";"AJAX";"O";"be tool of";"ORGANIZATION";"primer Pixel Play Books Games Movies & TV Music Newsstand Public DNS url Shortener Wallet Wifi Development";1.0
16617;"PERSON";"Al Gore Alan Eustace Alan Mulally Amit Singhal Ann Mather David Drummond Eric Schmidt Jeff Dean John Doerr John L";"O";"be for";"ORGANIZATION";"Google China Google";1.0
16618;"PERSON";"Larry Page Sergey Brin";"O";"be founder of";"PERSON";"Tilghman Sundar Pichai Susan Wojcicki Urs Hölzle Vint Cerf Hal Varian Gayglers";1.0
16619;"ORGANIZATION";"ning Wall.fm Tools Social";"O";"be lunarstorm meday meerkat mobli netlog orkut sixdegrees.com so.cl tvtag wretch yik yak white-label service of";"LOCATION";"Jaiku";1.0
16620;"LOCATION";"Nepal";"O";"be from";"ORGANIZATION";"Wikipedia";1.0
16621;"LOCATION";"Kathmandu Valley";"O";"be in";"LOCATION";"Nepal";1.0
16622;"LOCATION";"Nepal";"O";"be admit to";"ORGANIZATION";"United Nations";1.0
16623;"LOCATION";"Nepal";"O";"be mention in";"PERSON";"Atharvaveda Pari?i??a";1.0
16624;"LOCATION";"Licchavi Kingdom";"O";"govern";"LOCATION";"Kathmandu Valley";1.0
16625;"PERSON";"David Ben Gurion";"O";"be of";"LOCATION";"Israel";1.0
16626;"LOCATION";"Terai plain";"O";"be of";"LOCATION";"Himalayas";1.0
16627;"LOCATION";"Nepal";"O";"cede portion in";"LOCATION";"Terai";1.0
16628;"PERSON";"Gyanendra";"O";"be brother of";"PERSON";"Birendra";1.0
16629;"PERSON";"Madhav Kumar Nepal";"O";"be of";"ORGANIZATION";"Communist Party of Nepal";1.0
16630;"PERSON";"Jhala Nath Khanal";"O";"be of";"ORGANIZATION";"Communist Party of Nepal";1.0
16631;"PERSON";"Baburam Bhattarai";"O";"be of";"ORGANIZATION";"Communist Party of Nepal";1.0
16632;"PERSON";"Edmund Hillary";"O";"be of";"LOCATION";"Nepal";1.0
16633;"ORGANIZATION";"National Council";"O";"call";"ORGANIZATION";"Rastriya Sabha";1.0
16634;"LOCATION";"Nepal";"O";"be in";"LOCATION";"Nepal";1.0
16635;"LOCATION";"Nepal";"O";"by";"ORGANIZATION";"Supreme Court";1.0
16636;"ORGANIZATION";"Nepal Embassy";"O";"be of";"LOCATION";"Nepal";1.0
16637;"LOCATION";"Nepal";"O";"have aid";"LOCATION";"China";1.0
16638;"ORGANIZATION";"Ministry of Federal Affairs";"O";"be in";"LOCATION";"Nepal";1.0
16639;"ORGANIZATION";"Community Forestry Program";"O";"be in";"LOCATION";"Nepal";1.0
16640;"ORGANIZATION";"National Investigation Department";"O";"be of";"LOCATION";"Nepal";1.0
16641;"LOCATION";"Nepal";"O";"be inhabit by";"PERSON";"Kirants Mongoloid";1.0
16642;"LOCATION";"North burma";"O";"be via";"LOCATION";"Assam";1.0
16643;"LOCATION";"Mithila Kingdom";"O";"be of";"PERSON";"Janaka Raja";1.0
16644;"ORGANIZATION";"icc";"O";"award ti status to";"LOCATION";"Nepal";1.0
16645;"LOCATION";"Nepal";"O";"be folk dress of";"LOCATION";"Nepal Pashupatinath Temple traditional Pahadi";1.0
16646;"PERSON";"Routledge";"O";"be via";"ORGANIZATION";"Google Books";1.0
16647;"PERSON";"Khatri";"O";"be of";"LOCATION";"Nepal";1.0
16648;"ORGANIZATION";"International Development Committee";"O";"be of";"ORGANIZATION";"House of Commons";1.0
16649;"LOCATION";"UK";"O";"should cut aid to";"LOCATION";"Nepal";1.0
16650;"LOCATION";"Nepal";"O";"have";"ORGANIZATION";"ict";1.0
16651;"ORGANIZATION";"World Bank Health Services";"O";"be in";"LOCATION";"Nepal";1.0
16652;"PERSON";"Wright";"O";"be ^ of";"PERSON";"James Hastings";1.0
16653;"ORGANIZATION";"transformation of a Royal Palace";"O";"be in";"LOCATION";"Nepal";1.0
16654;"LOCATION";"Nepal";"O";"be from";"ORGANIZATION";"BBC News";1.0
16655;"PERSON";"Kot";"O";"be dynasty of";"PERSON";"Sugauli Rana";1.0
16656;"LOCATION";"Asia";"O";"be portal of";"LOCATION";"Nepal";1.0
16657;"ORGANIZATION";"Lahore High Court";"O";"ban";"ORGANIZATION";"Facebook";1.0
16658;"LOCATION";"Pakistan";"O";"launch";"ORGANIZATION";"Facebook";1.0
16659;"ORGANIZATION";"Facebook";"O";"be court order of";"LOCATION";"Pakistan";1.0
16660;"LOCATION";"Pakistan";"O";"launch";"ORGANIZATION";"Facebook";1.0
16661;"ORGANIZATION";"Facebook Hidden";"O";"be pakistani website of";"LOCATION";"Pakistan";1.0
16662;"ORGANIZATION";"SVP";"O";"be at";"ORGANIZATION";"MTV interactive";1.0
16663;"PERSON";"Airbnb";"O";"team of";"ORGANIZATION";"DailyBooth";0.6491958607187583
16664;"ORGANIZATION";"Legislature Congress • Upper house Senate";"O";"be of";"PERSON";"Paul Ryan";1.0
16665;"LOCATION";"United States of America";"LOCATION";"of states be";"LOCATION";"USA";1.0
16666;"LOCATION";"North America";"O";"be between";"LOCATION";"Canada";1.0
16667;"LOCATION";"United States";"O";"extend into";"LOCATION";"Pacific Ocean";1.0
16668;"LOCATION";"America";"O";"be of";"LOCATION";"western Hemisphere";1.0
16669;"PERSON";"Jean Leon Gerome Ferris";"O";"be after";"LOCATION";"Spain";1.0
16670;"LOCATION";"Virginia";"O";"have";"ORGANIZATION";"House of Burgesses";1.0
16671;"LOCATION";"Santiago";"O";"be in";"ORGANIZATION";"Navy";1.0
16672;"PERSON";"Cook";"O";"land on";"LOCATION";"Bligh Island";1.0
16673;"LOCATION";"Philippines";"O";"be cede by";"LOCATION";"Spain";1.0
16674;"LOCATION";"United States";"O";"use on";"LOCATION";"Japan";0.08525081604622908
16675;"ORGANIZATION";"World Trade Center";"O";"be in";"LOCATION";"Lower Manhattan";1.0
16676;"LOCATION";"Iraq";"O";"be under";"PERSON";"Sadaam Hussein";1.0
16677;"ORGANIZATION";"Pentagon";"O";"be near";"LOCATION";"Washington";1.0
16678;"ORGANIZATION";"islamic state";"O";"be of";"LOCATION";"Iraq";1.0
16679;"LOCATION";"United States";"O";"be third behind";"LOCATION";"Russia";1.0
16680;"LOCATION";"Appalachian mountain";"O";"divide seaboard from";"LOCATION";"great lake";1.0
16681;"LOCATION";"great Basin";"O";"be such as";"LOCATION";"Chihuahua";1.0
16682;"LOCATION";"Alaska";"O";"'s denali be";"LOCATION";"Mount McKinley";1.0
16683;"LOCATION";"Alaska";"O";"throughout";"PERSON";"Alexander";1.0
16684;"LOCATION";"mediterranean";"O";"be in";"LOCATION";"California";1.0
16685;"PERSON";"Flora";"O";"be of";"LOCATION";"United States";1.0
16686;"LOCATION";"Metropolitan Statistical Area Region New York City Los Angeles Chicago Dallas New York";"O";"be area population of";"LOCATION";"Metro";1.0
16687;"ORGANIZATION";"Supreme Court";"O";"be of";"LOCATION";"United States";1.0
16688;"ORGANIZATION";"Congress";"O";"meet";"ORGANIZATION";"Senate";1.0
16689;"LOCATION";"South";"O";"be of";"LOCATION";"Great Plains";1.0
16690;"ORGANIZATION";"Congress";"O";"be in";"LOCATION";"United States";1.0
16691;"ORGANIZATION";"United Nations headquarters";"O";"be build in";"LOCATION";"Midtown Manhattan";1.0
16692;"LOCATION";"New York City";"O";"be home to";"ORGANIZATION";"United Nations headquarters";1.0
16693;"ORGANIZATION";"Coast Guard";"O";"be run by";"ORGANIZATION";"Department of Homeland Security";1.0
16694;"ORGANIZATION";"Navy";"O";"with";"LOCATION";"Atlantic";1.0
16695;"ORGANIZATION";"Federal Bureau of Investigation";"ORGANIZATION";"of bureau be";"ORGANIZATION";"FBI";1.0
16696;"LOCATION";"Japan";"O";"be largest foreign holder of";"LOCATION";"U.S";1.0
16697;"ORGANIZATION";"World Bank";"O";"rank";"LOCATION";"United States";1.0
16698;"LOCATION";"O'Hare International Airport";"O";"be in";"LOCATION";"Chicago";1.0
16699;"ORGANIZATION";"United Nations";"O";"assign";"LOCATION";"United States";1.0
16700;"PERSON";"William James";"O";"leader";"PERSON";"John Dewey";1.0
16701;"ORGANIZATION";"Times Square";"O";"be in";"LOCATION";"New York City";1.0
16702;"ORGANIZATION";"Hollywood sign";"O";"be in";"LOCATION";"Los Angeles";1.0
16703;"ORGANIZATION";"Orson Welles";"O";"have";"PERSON";"Kane";1.0
16704;"LOCATION";"New York City";"O";"have";"ORGANIZATION";"Village Voice";1.0
16705;"PERSON";"James Irwin";"O";"be astronaut of";"LOCATION";"United States";1.0
16706;"PERSON";"Alexander Graham Bell";"O";"be award";"LOCATION";"U.S";1.0
16707;"LOCATION";"United States New York-Presbyterian Hospital";"O";"be in";"LOCATION";"New York City";1.0
16708;"PERSON";"Chamorro";"O";"be in";"LOCATION";"Guam";1.0
16709;"ORGANIZATION";"CIA World Factbook";"O";"list";"LOCATION";"United States";1.0
16710;"ORGANIZATION";"aaa";"O";"be from";"PERSON";"Fitch";1.0
16711;"ORGANIZATION";"Continental Army headquarters";"O";"be in";"LOCATION";"Cambridge";1.0
16712;"PERSON";"Carrie Chapmann Catt";"O";"pressure";"ORGANIZATION";"Congress";1.0
16713;"PERSON";"Robert Gates";"O";"be secretary of";"ORGANIZATION";"Defense";1.0
16714;"ORGANIZATION";"Russell Sage Foundation Journal";"O";"be of";"ORGANIZATION";"Social Sciences";1.0
16715;"ORGANIZATION";"Protestant Voice";"O";"be by";"PERSON";"Martin E";1.0
16716;"ORGANIZATION";"United States Diplomatic Mission";"O";"be to";"LOCATION";"Germany";1.0
16717;"ORGANIZATION";"eez";"O";"omit";"LOCATION";"U.S";1.0
16718;"LOCATION";"America";"O";"be in";"LOCATION";"Australia";1.0
16719;"ORGANIZATION";"Senate Organization Chart";"O";"be for";"ORGANIZATION";"Congress";1.0
16720;"ORGANIZATION";"House of Representatives";"O";"be of";"LOCATION";"United States";1.0
16721;"ORGANIZATION";"King 's College";"ORGANIZATION";"have";"LOCATION";"London";1.0
16722;"ORGANIZATION";"King 's College";"ORGANIZATION";"have";"LOCATION";"London";1.0
16723;"ORGANIZATION";"Household Food Security";"O";"be in";"LOCATION";"United States";1.0
16724;"LOCATION";"China";"O";"overtake";"LOCATION";"US";1.0
16725;"LOCATION";"United States";"O";"have replace";"LOCATION";"Saudi Arabia";1.0
16726;"ORGANIZATION";"Statistics about Non-Public Education";"O";"be in";"LOCATION";"United States";1.0
16727;"LOCATION";"Dominican Republic";"O";"move to";"LOCATION";"U.S.";1.0
16728;"ORGANIZATION";"McDonald";"O";"be in";"LOCATION";"France";0.8603526871608367
16729;"ORGANIZATION";"Aerosmith";"O";"will rock";"PERSON";"Salinas";1.0
16730;"LOCATION";"Nigeria";"O";"surpass";"LOCATION";"Hollywood";1.0
16731;"ORGANIZATION";"development of Manufacturing Technology";"O";"be in";"LOCATION";"United States";1.0
16732;"ORGANIZATION";"Routledge Handbook of Poverty";"O";"be in";"LOCATION";"United States";1.0
16733;"ORGANIZATION";"Interracial Marriage";"O";"be in";"LOCATION";"Early America";1.0
16734;"ORGANIZATION";"Oxford encyclopedia of Food and drink";"O";"be in";"LOCATION";"America";1.0
16735;"LOCATION";"United States";"O";"be from";"ORGANIZATION";"Wikiversity";1.0
16736;"ORGANIZATION";"BBC News Key Development forecast";"O";"be for";"LOCATION";"United States";1.0
16737;"ORGANIZATION";"House of Representatives Senate";"O";"be of";"LOCATION";"United States";1.0
16738;"ORGANIZATION";"labor";"O";"be position of";"ORGANIZATION";"Federal Reserve System Financial";1.0
16739;"PERSON";"Ripoarisch Român? Romani Rumantsch Runa";"O";"be tahiti of";"PERSON";"Picard Piemontèis Tok Pisin Plattdüütsch Polski Português Qaraqalpaqsha Q?r?mtatarca Reo";1.0
16740;"LOCATION";"India";"O";"be base";"ORGANIZATION";"MakeMyTrip";1.0
16741;"PERSON";"Guha";"O";"be in";"ORGANIZATION";"Apple Computer 's Advanced Technology Group";1.0
16742;"PERSON";"Dan Libby";"O";"be of";"ORGANIZATION";"Netscape";1.0
16743;"PERSON";"Libby";"O";"rename format from";"ORGANIZATION";"RDF";1.0
16744;"ORGANIZATION";"UserLand";"O";"file";"LOCATION";"U.S";1.0
16745;"ORGANIZATION";"Harvard";"O";"to";"ORGANIZATION";"Berkman Center for Internet & Society";1.0
16746;"PERSON";"Winer";"O";"launch";"ORGANIZATION";"RSS Advisory Board";1.0
16747;"ORGANIZATION";"Rogers Cadenhead";"O";"relaunch";"ORGANIZATION";"RSS Advisory Board";1.0
16748;"ORGANIZATION";"Kazehakase Maxthon Firefox Netscape Browser Netscape Navigator OmniWeb Pale Moon Safari";"O";"be explorer avant browser camino icab flock internet explorer k-meleon of";"ORGANIZATION";"AOL";1.0
16749;"PERSON";"Geni";"O";"be acquire by";"PERSON";"myheritage";1.0
16750;"PERSON";"Peter Thiel Reid Hoffman Max Levchin Ken Howery Luke Nosek Elon Musk Steve Chen Keith Rabois Chad Hurley Roelof Botha Jawed Karim Yishan Wong Eric m";"O";"be individual of";"ORGANIZATION";"PayPal Mafia";1.0
16751;"PERSON";"Tesla";"O";"be geni.com yammer spacex of";"ORGANIZATION";"PayPal LinkedIn YouTube Slide.com Yelp";1.0
16752;"LOCATION";"Southeast Asia";"O";"be border by";"LOCATION";"East Asia";1.0
16753;"LOCATION";"Nicobar Islands";"O";"be of";"LOCATION";"India";1.0
16754;"LOCATION";"Samar Sea Sibuyan Sea Sulu Sea Visayan Sea Celebes Sea Bismarck Sea Coral Sea East China Sea Solomon Sea Gulf of Thailand Gulf of Tonkin Bay of Bengal Indian Ocean Strait";"O";"be of";"LOCATION";"Malacca Makassar Strait Gulf";1.0
16755;"PERSON";"Orang Asli";"O";"be of";"LOCATION";"Malaysia";1.0
16756;"LOCATION";"Philippines";"O";"be of";"LOCATION";"New Guinea";1.0
16757;"PERSON";"Elder";"O";"write";"PERSON";"Pliny";1.0
16758;"LOCATION";"Cambodia";"O";"be influence by";"LOCATION";"Hinduism";1.0
16759;"LOCATION";"Southeast Asia";"O";"be in";"LOCATION";"Southeast Asia Kampung Laut Mosque";1.0
16760;"LOCATION";"Indonesia";"O";"be largest country in";"LOCATION";"Southeast Asia";1.0
16761;"LOCATION";"South China Sea";"O";"be major body within";"LOCATION";"Southeast Asia";1.0
16762;"PERSON";"Gili Motang";"O";"be in";"LOCATION";"Indonesia";1.0
16763;"LOCATION";"Malaya";"O";"be of";"LOCATION";"Borneo";1.0
16764;"LOCATION";"Mekong Delta";"O";"be in";"LOCATION";"Vietnam";1.0
16765;"PERSON";"Hoa";"O";"be in";"LOCATION";"Vietnam";1.0
16766;"PERSON";"Omar Ali Saifuddin Mosque";"O";"be in";"LOCATION";"Brunei";1.0
16767;"LOCATION";"East Timor";"O";"be";"ORGANIZATION";"roman Catholic";1.0
16768;"LOCATION";"Sarawak";"O";"be in";"LOCATION";"East Malaysia";1.0
16769;"LOCATION";"Highland Philippines";"O";"be in";"LOCATION";"Indonesia";1.0
16770;"LOCATION";"Island Garden City";"O";"be of";"LOCATION";"Samal";1.0
16771;"LOCATION";"Tonlé Sap";"O";"be in";"LOCATION";"Cambodia";1.0
16772;"LOCATION";"Luzon";"O";"be in";"LOCATION";"Philippines";1.0
16773;"LOCATION";"Angkor Wat";"O";"be to";"LOCATION";"East Timor";1.0
16774;"PERSON";"Steadman";"O";"be ^ of";"ORGANIZATION";"Oxford University Press";1.0
16775;"LOCATION";"Australasia";"O";"be to";"LOCATION";"Taiwan";1.0
16776;"LOCATION";"Sparta";"O";"be to";"LOCATION";"Darfur";1.0
16777;"LOCATION";"Prambanan";"O";"be in";"LOCATION";"Indonesia";1.0
16778;"PERSON";"Baten";"O";"be ^ of";"PERSON";"Rosey Wang Ma";1.0
16779;"LOCATION";"Manila";"O";"be | of";"LOCATION";"Asia";1.0
16780;"ORGANIZATION";"Energy Investments";"O";"be in";"LOCATION";"Southeast Asia";1.0
16781;"ORGANIZATION";"Wikidata Topography";"O";"be of";"LOCATION";"Southeast Asia";1.0
16782;"ORGANIZATION";"Southeast Asia Digital Library";"O";"be at";"ORGANIZATION";"Northern Illinois University";1.0
16783;"PERSON";"Receptionedit Friendica";"O";"be cite by";"ORGANIZATION";"Infoshop News";1.0
16784;"PERSON";"Randal Matheny";"O";"describe";"PERSON";"Friendica";1.0
16785;"ORGANIZATION";"Google";"O";"be edmodo fanfou gab identi.ca micro.blog migme myspace plurk solaborate qzone tout viadeo vk xing defunct app.net of";"ORGANIZATION";"Tumblr LinkedIn Sina Weibo Tencent Weibo Diaspora";1.0
16786;"LOCATION";"Great Lakes Region";"O";"be in";"LOCATION";"Central Africa";1.0
16787;"LOCATION";"Wadai Empire";"O";"be center on";"LOCATION";"Chad";1.0
16788;"PERSON";"rweej";"O";"be queen of";"PERSON";"Lunda";1.0
16789;"LOCATION";"Zambia";"O";"in luena be";"LOCATION";"Lwena";1.0
16790;"ORGANIZATION";"Lunda";"O";"link";"LOCATION";"Central Africa";1.0
16791;"PERSON";"Jaga";"O";"invade";"PERSON";"Kongo";1.0
16792;"LOCATION";"Sango";"O";"be central african cfa franc of";"LOCATION";"central african republic Bangui";1.0
16793;"PERSON";"Alexa";"O";"be employees website wattpad.com of";"PERSON";"Allen Lau Ivan Yuen";1.0
16794;"PERSON";"Josh Hug";"O";"be alumnus of";"ORGANIZATION";"RealNetworks";1.0
16795;"PERSON";"Shelfari";"O";"be accuse by";"PERSON";"Tim Spalding";1.0
16796;"ORGANIZATION";"Amazon Digital Game Store Technology click Amazon Game Studios Amazon Robotics Carbonado Dynamo Graphiq Gurupa Lab double helix Games Obidos Liquavista Publishing Amazon Publishing Amazon Studios";"O";"be drive echo show video prime kindle kindle fire fire hd fire hdx fire tv fire phone kindle store music reflexive entertainment fire os of";"ORGANIZATION";"ComiXology Amazon";1.0
16797;"PERSON";"ning";"O";"be from";"ORGANIZATION";"Wikipedia";1.0
16798;"PERSON";"Jason Rosenthal";"O";"be key people of";"PERSON";"Gina Bianchini Marc Andreessen";1.0
16799;"PERSON";"ning";"O";"be co-found by";"PERSON";"Marc Andreessen";1.0
16800;"PERSON";"ning";"O";"be fund internally by";"PERSON";"Bianchini";1.0
16801;"ORGANIZATION";"Facebook";"O";"have";"LOCATION";"Old Palo Alto Office";1.0
16802;"ORGANIZATION";"ning Wall.fm Tools Social";"O";"be lunarstorm meday meerkat mobli netlog orkut sixdegrees.com so.cl tvtag wretch yik yak white-label service of";"LOCATION";"Jaiku";1.0
16803;"PERSON";"Guy McDouall";"O";"be from";"LOCATION";"Wellington Australia";1.0
16804;"PERSON";"Craig Walendziak";"O";"co-write art with";"PERSON";"Matthew McCarty";1.0
16805;"PERSON";"Michel Merkt";"O";"be include";"ORGANIZATION";"Monaco";1.0
16806;"LOCATION";"Taiwan";"O";"be from";"ORGANIZATION";"Wikipedia";1.0
16807;"LOCATION";"Republic of China";"LOCATION";"of republic be";"LOCATION";"ROC";1.0
16808;"LOCATION";"ROC";"O";"represent";"LOCATION";"China";1.0
16809;"LOCATION";"Republic";"O";"know as";"LOCATION";"Taiwan";1.0
16810;"LOCATION";"China";"O";"of republic be";"LOCATION";"Taiwan";1.0
16811;"LOCATION";"Taiwan";"O";"be of";"LOCATION";"Taiwan";1.0
16812;"PERSON";"Koxinga";"O";"establish";"LOCATION";"Kingdom";1.0
16813;"PERSON";"Shi Lang";"O";"be of";"LOCATION";"Fujian";1.0
16814;"LOCATION";"Taiwan Prefecture";"O";"be of";"LOCATION";"Fujian";1.0
16815;"PERSON";"Lee Teng-hui";"O";"be president of";"LOCATION";"ROC";1.0
16816;"LOCATION";"Taiwan";"O";"be after";"PERSON";"Chen Yi";1.0
16817;"ORGANIZATION";"US Navy";"O";"ferry roc troops to";"LOCATION";"Taiwan";1.0
16818;"LOCATION";"Taipei";"O";"capital of";"LOCATION";"roc";1.0
16819;"ORGANIZATION";"Kuomintang";"O";"claim sovereignty over";"LOCATION";"China";1.0
16820;"LOCATION";"United States";"O";"abandon";"ORGANIZATION";"kmt";1.0
16821;"PERSON";"Truman";"O";"dispatch";"ORGANIZATION";"US Navy 's th Fleet";1.0
16822;"LOCATION";"roc";"O";"be government of";"LOCATION";"China";1.0
16823;"PERSON";"Dwight D";"O";"be president of";"LOCATION";"US";1.0
16824;"LOCATION";"Taiwan";"O";"be economically second fastest state in";"LOCATION";"Asia";1.0
16825;"PERSON";"Chiang Ching-kuo";"O";"be in";"LOCATION";"Taiwan";1.0
16826;"PERSON";"Chiang";"O";"select";"PERSON";"Lee Teng-hui";1.0
16827;"LOCATION";"US";"O";"be of";"ORGANIZATION";"State";1.0
16828;"PERSON";"Chen Shui-bian";"O";"be of";"ORGANIZATION";"democratic Progressive Party";1.0
16829;"ORGANIZATION";"Pan-Green Coalition";"O";"lead by";"ORGANIZATION";"dpp";1.0
16830;"ORGANIZATION";"Bashi Channel";"O";"be of";"LOCATION";"Luzon Strait";1.0
16831;"LOCATION";"Pratas Islands";"O";"be in";"LOCATION";"South China Sea";1.0
16832;"LOCATION";"Longitudinal Valley";"O";"be of";"LOCATION";"Taiwan";1.0
16833;"PERSON";"Head Zhang Zhijun";"O";"be with";"ORGANIZATION";"Taiwan Affairs Office";1.0
16834;"PERSON";"Zhang";"O";"pay visit to";"LOCATION";"Taiwan";1.0
16835;"PERSON";"Zhang";"O";"visit";"LOCATION";"Taiwan";0.5104946522483905
16836;"LOCATION";"Taiwan";"O";"be part of";"LOCATION";"China";1.0
16837;"LOCATION";"PRC";"O";"be only government of";"LOCATION";"China";1.0
16838;"ORGANIZATION";"TECO";"O";"be entity of";"LOCATION";"roc";1.0
16839;"LOCATION";"PRC";"O";"threaten";"LOCATION";"US";1.0
16840;"LOCATION";"roc";"O";"be member of";"ORGANIZATION";"United Nations";1.0
16841;"LOCATION";"ROC";"O";"have petition";"ORGANIZATION";"UN";1.0
16842;"ORGANIZATION";"Taiwan Foundation for Democracy";"O";"be under";"LOCATION";"Taiwan";1.0
16843;"LOCATION";"roc";"O";"participate as";"LOCATION";"China";1.0
16844;"ORGANIZATION";"kmt";"O";"be of";"LOCATION";"roc";1.0
16845;"LOCATION";"republic of China";"O";"be of";"LOCATION";"republic of China";1.0
16846;"ORGANIZATION";"Government Accountability Office";"O";"be of";"LOCATION";"United States";1.0
16847;"ORGANIZATION";"Office of Personnel Management";"O";"be of";"LOCATION";"United States";1.0
16848;"LOCATION";"China";"O";"be include";"LOCATION";"Taiwan";1.0
16849;"LOCATION";"Taiwan";"O";"be part of";"LOCATION";"China";1.0
16850;"LOCATION";"republic";"O";"be same as";"LOCATION";"Taiwan";1.0
16851;"LOCATION";"United States";"O";"send over arm to";"LOCATION";"Taiwan";1.0
16852;"ORGANIZATION";"kmt";"O";"have";"PERSON";"Ma Ying-jeou";1.0
16853;"ORGANIZATION";"Republic";"O";"republic of";"LOCATION";"China Military Academy Republic";0.6371065972396125
16854;"ORGANIZATION";"Ministry";"O";"purchase submarine from";"LOCATION";"United States";1.0
16855;"LOCATION";"Netherlands";"O";"have sell weapon to";"LOCATION";"roc";1.0
16856;"LOCATION";"Mongolia";"O";"be re-recognize by";"LOCATION";"republic of China";1.0
16857;"LOCATION";"roc";"O";"retreat to";"LOCATION";"Taiwan";1.0
16858;"LOCATION";"ROC";"O";"have control";"LOCATION";"Taiwan Province";1.0
16859;"LOCATION";"roc";"O";"also control taiping island in";"LOCATION";"Spratly Islands";1.0
16860;"LOCATION";"Taiwan";"O";"be of";"ORGANIZATION";"Taiwan Taipei";1.0
16861;"ORGANIZATION";"kmt";"O";"bring elite from";"LOCATION";"Mainland China";1.0
16862;"LOCATION";"Taiwan";"O";"accord to";"ORGANIZATION";"Ministry of Finance";1.0
16863;"LOCATION";"ROC";"O";"major foreign investor in";"LOCATION";"PRC";1.0
16864;"ORGANIZATION";"Ministry of Transportation and Communications";"O";"be of";"LOCATION";"republic of China";1.0
16865;"ORGANIZATION";"Organization for Economic Cooperation and Development";"ORGANIZATION";"for organization be";"ORGANIZATION";"OECD";1.0
16866;"PERSON";"Yami";"O";"inhabit";"LOCATION";"Orchid Island";1.0
16867;"ORGANIZATION";"Healthcare";"O";"be manage by";"ORGANIZATION";"Bureau";1.0
16868;"ORGANIZATION";"Department";"O";"be restructure as";"ORGANIZATION";"Ministry";1.0
16869;"LOCATION";"Taiwan";"O";"be of";"PERSON";"Taiwan Apo Hsu";1.0
16870;"ORGANIZATION";"Kuomintang";"O";"impose interpretation over";"LOCATION";"Taiwan";1.0
16871;"ORGANIZATION";"kmt";"O";"move collection from";"LOCATION";"Forbidden City";1.0
16872;"PERSON";"Zheng Xinmiao";"O";"be museum curator of";"LOCATION";"Beijing Palace";1.0
16873;"PERSON";"Wu Han";"O";"be director of";"ORGANIZATION";"Lincoln Center Chamber Music Society Artist";1.0
16874;"PERSON";"Yani Tseng";"O";"be in";"LOCATION";"Taiwan";1.0
16875;"ORGANIZATION";"Chinese Professional Baseball League";"O";"be in";"LOCATION";"Taiwan";1.0
16876;"LOCATION";"Asia";"O";"be portal of";"ORGANIZATION";"republic of China Geography";1.0
16877;"ORGANIZATION";"UN";"O";"hdi for";"LOCATION";"roc";0.816931813868066
16878;"LOCATION";"China";"O";"of republic be";"LOCATION";"Taiwan";1.0
16879;"LOCATION";"China";"O";"of republic be";"LOCATION";"Taiwan";1.0
16880;"LOCATION";"Republic of China";"LOCATION";"of republic be";"LOCATION";"Taiwan";1.0
16881;"LOCATION";"China";"O";"of republic be";"LOCATION";"Taiwan";1.0
16882;"LOCATION";"China";"O";"be in";"LOCATION";"Asia";1.0
16883;"LOCATION";"Oversea Office Republic of China";"LOCATION";"of republic be";"LOCATION";"Taiwan";1.0
16884;"LOCATION";"republic of China";"O";"be on";"LOCATION";"Taiwan";1.0
16885;"LOCATION";"China";"O";"tell";"LOCATION";"Taiwan";1.0
16886;"LOCATION";"Taiwan";"O";"look to";"LOCATION";"China";1.0
16887;"PERSON";"Wang";"O";"be minister of";"ORGANIZATION";"MAC";1.0
16888;"LOCATION";"China";"O";"of republic be";"LOCATION";"Taiwan";1.0
16889;"LOCATION";"US";"O";"keep";"LOCATION";"Taiwan";0.502986218539605
16890;"LOCATION";"China";"O";"of republic be";"LOCATION";"Taiwan";1.0
16891;"ORGANIZATION";"Aboriginal Revitalization Movement";"O";"be in";"LOCATION";"Taiwan";1.0
16892;"LOCATION";"Taiwan";"O";"be to";"LOCATION";"China";1.0
16893;"ORGANIZATION";"American Chamber of Commerce";"O";"be in";"LOCATION";"Taipei";1.0
16894;"LOCATION";"indigenize";"O";"be to";"ORGANIZATION";"Social Sciences";1.0
16895;"LOCATION";"Taiwan";"O";"be from";"LOCATION";"Taiwan";1.0
16896;"ORGANIZATION";"chinese Taipei OECD Wikimedia Atlas of Taiwan Government";"O";"be from";"ORGANIZATION";"International Futures Taiwan Encyclopædia Britannica";1.0
16897;"LOCATION";"China";"O";"of republic be";"LOCATION";"Taiwan";1.0
16898;"ORGANIZATION";"Taiwan Miracle Telecommunications Transportation Taxation Uniform Invoice";"O";"be area stock exchange of";"ORGANIZATION";"Energy Electricity Mining Metropolitan";1.0
16899;"LOCATION";"Tanzania Thailand Togo Tonga Trinidad and Tobago Tunisia Turkey Uganda Ukraine United Arab Emirates United States Uruguay";"O";"be ³ of";"LOCATION";"Grenadines Samoa Saudi Arabia Senegal Seychelles Sierra Leone Singapore Solomon Islands South Africa Sri Lanka Suriname Swaziland Switzerland Tajikistan Taiwan";1.0
